ID,Unnamed: 0,Query,Description
5419,5419,Java Developer,"<b>Responsibilities:</b> Our client, located in Atlanta, Georgia, is seeking a Java Developer to perform the following duties:\r\n<UL><LI>Designs, develops, and implements web-based Java applications to support business requirements</li>\r\n<li>Follows approved life cycle methodologies, creates design documents, and performs program coding and testing</li>\r\n<li>Resolves technical issues through debugging, research, and investigation</li>\r\n<li>Responsible for participating in the development, maintenance, enhancement, and support of applications</li>\r\n<li>Understand business requirements in order to provide the technical design of computer software</li>\r\n<li>Possess programming expertise in standard programming languages in order to develop and maintain computer software</li>\r\n<li>Develop appropriate software and documentation according to standards</li>\r\n<li>Support and troubleshoot computer systems as required, optimizing performance, resolving problems, and providing timely follow up on all problems</li>\r\n<li>Follow standards and methodologies in the development and implementation of computer software</li>\r\n<li>May perform other duties as assigned</li>\r\n</ul>\r\n\r\nKforce (Nasdaq:KFRC) is a professional staffing and solutions firm providing flexible and permanent staffing solutions in the skill areas of technology, finance & accounting, clinical research and healthcare. Backed by approximately our associates and consultants on assignment, Kforce is committed to ""Great People = Great Results"" for our valued clients and candidates. Kforce operates with 65 offices located throughout the United States and two offices in the Philippines.\r\n\r\nJob Ref#: 2312~EQG~1142362T1~99"
5461,5461,Java Developer,"<b>Responsibilities:</b> A Kforce client is seeking a Senior Java Developer for a 6-12 month contract to hire position.  Candidates must be eligible for full time hire. Candidates must be eligible to work in the United States of America without sponsorship.\r\n\r\nThis position analyzes, designs, implements and supports web-related applications support of the company's internet/intranet strategy. The candidate will help mentor junior Java developers.\r\n\r\nKforce (Nasdaq:KFRC) is a professional staffing and solutions firm providing flexible and permanent staffing solutions in the skill areas of technology, finance & accounting, clinical research and healthcare. Backed by approximately our associates and consultants on assignment, Kforce is committed to ""Great People = Great Results"" for our valued clients and candidates. Kforce operates with 65 offices located throughout the United States and two offices in the Philippines.\r\n\r\nJob Ref#: 2312~WQG~1142665T1~99"
5677,5677,Java Developer,"<b>Responsibilities:</b> Kforce is seeking a talented Java Developer to work with a client in Houston, Texas. If you are qualified and interested in this position, please apply online today for consideration.\r\n\r\nKforce (Nasdaq:KFRC) is a professional staffing and solutions firm providing flexible and permanent staffing solutions in the skill areas of technology, finance & accounting, clinical research and healthcare. Backed by approximately our associates and consultants on assignment, Kforce is committed to ""Great People = Great Results"" for our valued clients and candidates. Kforce operates with 65 offices located throughout the United States and two offices in the Philippines.\r\n\r\nJob Ref#: 2312~WQG~1144841T1~99"
5716,5716,Java Developer,"<b>Responsibilities:</b> Our client is currently seeking a Java Developer.\r\n\r\nResponsibilities\r\n<UL><LI>Experience in installation, configuration, administration and implementations of OAM, OIM</li>\r\n<li>Design and Develop Single Sign On (SSO) solution using OAM</li>\r\n<li>Design and Develop Identity Management architecture using OIM involving Identity Administration, Password Management and Account Request Workflow</li>\r\n<li>Design and Develop SSO solution using Identity Federation</li>\r\n<li>Design and Develop integration solutions with OIM using integration connectors, services and API</li>\r\n<li>Understand and review functional/ nonfunctional requirements</li>\r\n<li>Provide strong technical and architectural leadership by providing technical direction using OIM and OAM</li>\r\n<li>Partner with other team members to troubleshoot issues and ensure operational readiness as it relates to integration with upstream and downstream systems</li>\r\n</ul>\r\n\r\nKforce (Nasdaq:KFRC) is a professional staffing and solutions firm providing flexible and permanent staffing solutions in the skill areas of technology, finance & accounting, clinical research and healthcare. Backed by approximately our associates and consultants on assignment, Kforce is committed to ""Great People = Great Results"" for our valued clients and candidates. Kforce operates with 65 offices located throughout the United States and two offices in the Philippines.\r\n\r\nJob Ref#: 2312~AQG~1145391T1~99"
6734,6734,Java Developer,"<p>&nbsp;</p>\r<ul>\r    <li>Leads analysis, design, development, testing, integration, debugging, documenting and implementation of new and enhancement projects. </li>\r    <li>Produces technical project requirements; designs, documents and conveys solutions.  </li>\r    <li>Incorporates architectural strategies and standards into their solutions. </li>\r    <li>Promotes project success through efficient designs, programming techniques and strategies, utilizing reuse where practical. </li>\r    <li>Designs and executes unit and integration test strategies to ensure thorough testing prior to QA turnover.  </li>\r    <li>Leads development and execution of implementation plans and release management processes with all necessary groups. </li>\r    <li>Ensures all technical and project artifacts are complete and properly managed as required per the SDLC. </li>\r    <li>Adheres to established company development standards and spearheads appropriate modifications to improve quality and productivity of the development teams</li>\r    <li>Ensures that all team members follow development standards</li>\r    <li>Works independently and collaboratively to ensure projects deliver high quality, well-written and efficient application components/programs</li>\r    <li>Formulates high level and detailed estimates for blue sky analyses, project planning, and impact assessments including clear justification in situations that may involve ambiguous or unclear requirement</li>\r    <li>Leads technical project teams, anticipating and resolving issues to meet deadlines</li>\r    <li>Plans, organizes and tracks technical project deliverables to adhere to project schedules</li>\r    <li>Current in programming techniques, technologies and tools </li>\r    <li>Keeps abreast of emerging technologies and proposes/implements feasible solutions to improve efficiencies </li>\r    <li>Leads efforts to integrate design strategies, application specifications, development schedules, and user expectations into appropriate project artifacts</li>\r    <li>Effectively leads cross-functional teams, models team qualities, builds team rapport and keeps others informed</li>\r    <li>Excellent written and oral communication skills with diverse audiences</li>\r    <li>Proactively interfaces with others and identifies options to achieve project success</li>\r    <li>Establishes positive relationships with peers across the company to ensure meeting project objectives</li>\r    <li>Takes ownership of technical issues anticipating and mitigating risks, escalating issues appropriately and keeping all necessary parties informed</li>\r    <li>Shares technical, procedural and business knowledge with others</li>\r    <li>Proactively presents information in public forums to share knowledge and improve the productivity of others.  </li>\r    <li>Mentors others</li>\r</ul>"
10371,10371,Java Developer,"<p><span>Trilogy is a certified woman-owned, professional services firm concentrating in IT Consulting. Our management team has over 25 years of experience providing IT project support to both government and commercial enterprises. Come join us!  We offer a full suite of benefits including PTO, 401K, Flexible Spending, supplemental insurance, health insurance and dental insurance.  To learn more about Trilogy and for a complete list of our openings, please visit our website at www.trilogyts.com. </span></p>\r<p><span> </span>&nbsp;</p>\r<p><span>Our client is seeking a Java Developer for a permanent position in Washington DC. Permanent work authorization is required, the client can not sponsor visas for this position. This client has an excellent benefits package for their employees!<br />\r-Develop application code in Java, JavaScript, CSS, and other technologies as needed<br />\r-Analyze business problems and develop requirements for a solution<br />\r-Provide documentation, code review, and testing services for the team as needed<br />\r-Develop database queries, XML schema, and other supporting structures; requires advanced knowledge of JBoss<br />\r<br />\rDescription:<br />\r-Perform business needs analysis and helps guide end user requirements into achievable systems.  <br />\r-Perform computer system design and analysis tasks that result in modifications to existing systems, or future enterprise wide web enabled systems. Research hardware and software requirements for new or modified systems.  Develop computer program specifications in conjunction with management and other key support staff. <br />\r-Develop and maintain large distributed applications including Order Entry, Address Verification, Membership, and Subscription.  Perform intermediate and advanced programming tasks. Construct relational databases, programs, web forms and batch update processes.<br />\r-Test and debug member and subscriber web processes.  Processes from systems that take update transactions from the business system, updating web staging tables and SQL tables used on the web.<br />\r   <br />\r    <br />\r</span></p>\r<p><span> </span>&nbsp;</p>"
10538,10538,Java Developer,"CompuSystems, a leader in trade show registration and exhibitor services for over 30 years, is a seeking a Java Developer to join our  team!<br />\r<br />\rThe Java Development role is responsible for application development, support, and maintenance of CompuSystems suite of products, while maintaining close working relationship with business, clients, technical staff, and outside vendors.  <br />\r<br />\r<p><strong>Essential Duties and Responsibilities:</strong><span><br />\r</span></p>\r<span>Implements the functional requirements of the project or enhancement by utilizing technical skills and knowledge to ensure successful completion of assigned performance objectives within established time and budget constraints.</span>\r<p><span> </span></p>\r<span>Develops specifications based on the requirements following new project’s and/or enhancement’s development life cycle. </span>\r<p><span> </span></p>\r<span>Has the primary responsibility for detailed systems requirement gathering in the form of system requirement specifications (SRS) and sign off on Functional requirement specifications (FRS) when acting as a Technical Lead on projects and/or enhancements.</span>\r<span> </span>\r<p><strong><span></span></strong></p>\r<span>Has the primary responsibility for delivering quality software, while assisting in the User Acceptance Testing and training.</span>\r<span> </span>\r            <strong><span><br />\r<br />\r</span></strong>\r<span>Has the primary responsibility for ensuring all appropriate documentations of the solution, relative to his/her area, is in place and is according to defined standards.</span>\r<span> </span>\r<p><strong><span></span></strong></p>\r<span>Works with the PMO and Enhancement Team in the determination of scope, resource requirements, skill requirements, milestones, budgets, and risks per IS standard methods and practices.</span>\r           \r<p><br /></p>\r<p><span>Works with the appropriate business members and/or project manager to ensure that all objectives are being achieved. Identifies and removes barriers that may impede successful completion of an assigned work.</span></p>\r<p><span><br />\r<br />\r</span></p>\r<p><br /></p>"
13836,13836,Java Developer,"<P style=""MARGIN: 0in 0in 0pt"">AIC is seeking a<B> Java / J2EE Software Developer</B> for a long term engagement with our client in Springfield, MO.  </P><P style=""MARGIN: 0in 0in 10pt 0.5in; TEXT-INDENT: -0.25in; mso-list: l0 level1 lfo1"">•The successful candidate will be a part of all phases of the software development lifecycle including mapping new features to meet requirements, and use many new technologies throughout the development process.  </P><P style=""MARGIN: 0in 0in 10pt 1in; TEXT-INDENT: -0.25in; mso-list: l0 level2 lfo1"">o    They will also be responsible for setting up the development environment for the future in order to accommodate working remotely (home).  </P><P style=""MARGIN: 0in 0in 10pt 0.5in; TEXT-INDENT: -0.25in; mso-list: l0 level1 lfo1"">•The successful candidate must possess a good understanding of enterprise architecture, web technologies, and have 3+ years of hands-on Java / J2EE development experience. </P><P style=""MARGIN: 0in 0in 10pt 0.5in; TEXT-INDENT: -0.25in; mso-list: l0 level1 lfo1"">•The ideal candidate has experience or exposure to JSF, EJB, JDBC, XML, XSLT, JAXB, Struts, SQL Server, DB2, Rational tools, and web services. </P><P style=""MARGIN: 0in 0in 10pt 0.5in; TEXT-INDENT: -0.25in; mso-list: l0 level1 lfo1"">•Must have experience with a Web Server tool (<B>Websphere</B> would be a HUGE plus). </P><P style=""MARGIN: 0in 0in 10pt 0.5in; TEXT-INDENT: -0.25in; mso-list: l0 level1 lfo1"">•This person must be proficient, hands-on application development experience with exposure to all development tiers: databases, front-end & middle-tier development </P><P style=""MARGIN: 0in 0in 0pt"">If this opportunity interest you or if you would like more information please APPLY HERE and our Account Manager will be back in touch shortly.  </P><P> </P>"
13855,13855,Java Developer,"<P style=""MARGIN: 0in 0in 0pt""><P style=""MARGIN: 0in 0in 0pt""><B><I></I></B></P>\r\n<P style=""MARGIN: 0in 0in 0pt""><STRONG> </STRONG> </P><P style=""MARGIN: 0in 0in 0pt""><STRONG>Java Developer </STRONG></P><P style=""MARGIN: 0in 0in 0pt""> </P><P style=""MARGIN: 0in 0in 0pt""><STRONG>About AIC</STRONG></P><P><STRONG>Since 1966, Analysts International Corporation (AIC) has been an IT services firm fully dedicated to the success and satisfaction of its clients and employees. From IT staffing to project-based solutions, AIC provides a broad range of services designed to help businesses and government agencies drive value, control costs and deliver on the promise of a more efficient and productive enterprise. Many of our clients and our employees have been with us for well over twenty years. Recently named a “Top 25 IT Consulting Firm” and a “Best Place to Work,” we know that taking care of people is our business.  To learn more, please visit us at: </STRONG><A href=""http://www.analysts.com/""><STRONG>http://www.analysts.com</STRONG></A><STRONG>.</STRONG></P><P style=""MARGIN: 0in 0in 0pt""><STRONG>We are currently seeking a Java Developer for one of our clients in Richfield, MN.  </STRONG></P><P style=""MARGIN: 0in 0in 0pt""> </P><P style=""MARGIN: 0in 0in 0pt""><STRONG>Qualified candidates should have the following skills:</STRONG></P><P><STRONG>Description of Responsibilities:</STRONG></P><P style=""TEXT-INDENT: -0.25in; MARGIN: 0in 0in 0pt 0.25in; mso-list: l0 level1 lfo2""><STRONG>         Support and extend running applications, and assist in the design and development of new applications. </STRONG></P><P style=""TEXT-INDENT: -0.25in; MARGIN: 0in 0in 0pt 0.25in; mso-list: l0 level1 lfo2""><STRONG>         Evaluate and refactor in a rapid manner for every part of our infrastructure. </STRONG></P><P style=""TEXT-INDENT: -0.25in; MARGIN: 0in 0in 0pt 0.25in; mso-list: l0 level1 lfo2""><STRONG>         Overall knowledge of designing an application to run on a scalable platform is expected. </STRONG></P><P style=""TEXT-INDENT: -0.25in; MARGIN: 0in 0in 0pt 0.25in; mso-list: l0 level1 lfo2""><STRONG>         Work in an agile environment which means test-driven development and pair programming. </STRONG></P><P style=""TEXT-INDENT: -0.25in; MARGIN: 0in 0in 0pt 0.25in; mso-list: l0 level1 lfo2""><STRONG>         We are evolving towards a dev/ops model, with our development teams engaged in monitoring, optimizing  and supporting our production environments.  </STRONG></P><P style=""MARGIN: 0in 0in 0pt""> </P><P style=""MARGIN: 0in 0in 0pt""><STRONG>Skills/experience REQUIRED: </STRONG></P><P style=""TEXT-INDENT: -0.25in; MARGIN: 0in 0in 0pt 0.25in; mso-list: l0 level1 lfo2""><STRONG>         Developing Spring applications </STRONG></P><P style=""TEXT-INDENT: -0.25in; MARGIN: 0in 0in 0pt 0.25in; mso-list: l0 level1 lfo2""><STRONG>         Aggressive Refactoring </STRONG></P><P style=""TEXT-INDENT: -0.25in; MARGIN: 0in 0in 0pt 0.25in; mso-list: l0 level1 lfo2""><STRONG>         High comfort level with *nix </STRONG></P><P style=""TEXT-INDENT: -0.25in; MARGIN: 0in 0in 0pt 0.25in; mso-list: l0 level1 lfo2""><STRONG>         Social skills </STRONG></P><P style=""TEXT-INDENT: -0.25in; MARGIN: 0in 0in 0pt 0.25in; mso-list: l0 level1 lfo2""><STRONG>         System/Ops </STRONG></P><P style=""TEXT-INDENT: -0.25in; MARGIN: 0in 0in 0pt 0.25in; mso-list: l0 level1 lfo2""><STRONG>         Object Oriented Programming</STRONG></P><P style=""MARGIN: 0in 0in 0pt""> </P><P style=""MARGIN: 0in 0in 0pt""><STRONG>Skills/experience RECOMMENDED: </STRONG></P><P style=""TEXT-INDENT: -0.25in; MARGIN: 0in 0in 0pt 0.25in; mso-list: l0 level1 lfo2""><STRONG>         Pair Programming (Social skills) </STRONG></P><P style=""TEXT-INDENT: -0.25in; MARGIN: 0in 0in 0pt 0.25in; mso-list: l0 level1 lfo2""><STRONG>         Test-driven Development </STRONG></P><P style=""TEXT-INDENT: -0.25in; MARGIN: 0in 0in 0pt 0.25in; mso-list: l0 level1 lfo2""><STRONG>         Infrastructure Automation (Chef in particular) </STRONG></P><P style=""TEXT-INDENT: -0.25in; MARGIN: 0in 0in 0pt 0.25in; mso-list: l0 level1 lfo2""><STRONG>         Experience with testing frameworks (JUnit and JBehave in particular)</STRONG></P><P style=""TEXT-INDENT: -0.25in; MARGIN: 0in 0in 0pt 0.5in; mso-list: l0 level1 lfo1""> </P><P style=""MARGIN: 0in 0in 0pt""> </P><P style=""MARGIN: 0in 0in 0pt""><STRONG>Please submit resumes via email to </STRONG><A href=""mailto:lklimas@analysts.com""><STRONG>lklimas@analysts.com</STRONG></A></P><P style=""MARGIN: 0in 0in 0pt""><P style=""MARGIN: 0in 0in 0pt""> </P>"
14036,14036,Java Developer,"Java Developers needed for a 6+ month contract with a downtown financial services organization.\r\n\r\nEssential Duties and Responsibilities:\r\n�\tDevelop and document technical requirements and solution\r\n�\tDevelop software to fulfill technical and functional requirements\r\n�\tDesign and develop software according to best practices and internal standards\r\n�\tParticipate in daily meetings and regular planning and review sessions (usually using Scrum/Agile methodology)\r\n�\tInteract with cross-functional teams to ensure complete delivery of web applications\r\n�\tInteract with product owner(s) to ensure accurate requirements fulfillment\r\n�\tParticipate in design and code reviews\r\n�\tComplete development and integration tasks on time\r\n\r\nSkills and Qualifications:\r\n�\tExtensive Experience with complex data sets\r\n�\tStrong written and verbal communications skills\r\n�\tStrong analytical and problem solving skills\r\n�\tAbility to work well as part of a team\r\n�\tFamiliarity with Agile Software Development Methodologies\r\n�\tKnowledge of traditional SDLC\r\n�\tExperience with software development management tools\r\n�\tStrong technical skills in Java/J2EE\r\n�\tKnowledge of business application security considerations\r\n�\tFamiliarity with AJAX techniques and modern JavaScript libraries\r\n�\tFamiliarity with open source frameworks such as Spring\r\n�\tFamiliarity with HTTP, SOAP and RESTful protocols\r\n�\tStrong user skills in various operating systems\r\n�\tStrong object-oriented software design and development skills\r\n�\tExperienced in SQL and database design\r\n\r\nExperience:\r\n•Minimum 5 years of experience in object-oriented software design and development.\r\n•Minimum 3 years of experience in business application design and development."
14045,14045,Java Developer,"Our client, a leader in the commerce industry, is seeking a mid-level java developer for an exciting contract opportunity.\r\n\r\nYou will work with system engineers and architects to define and implement new features, components, and services from specs employing Java-based technologies with no direct supervision. Particular expertise required in Java, JSPs, J2EE, web presentation technologies (HTML, CSS), web servers (Apache, WebLogic) and databases (Oracle preferred). The ideal candidate will be able to effectively communicate with clients, senior leaders, and peers. The engineer should have experience in developing high-profile projects that operate on a 24/7 basis. The candidate should have demonstrated experience resolving testing and production issues and has a track record of consistently rendering clear technical judgment and routinely considering architecture-level and project-planning issues.\r\n\r\nQualifications:\r\n5+ years programming experience. Particular expertise in Core Java, JSP and J2EE technologies.\r\n'Coding experience using Web-presentation technologies (HTML, CSS, Javascript), SQL scripting, and Unix scripting.\r\n'Experience in re-factoring existing systems.\r\n'Experience with automated build utilities and continuous integration environments.\r\n'Solid grasp of software development lifecycle best-practices, methods, and conventions, including but not limited to Test Driven Development, Source Code Management, Continuous Integration, Domain Driven Design, and Dependency Management.\r\n'Strong oral and written communication skills."
17332,17332,Java Developer,"<p><b><span>TATA Consultancy Services (TCS)</span></b><span> is currently searching for a <b>Java Developer</b> to join their team (<b>near Chicago, IL)</b>.&nbsp; TATA Consultancy Services (TCS) is one of the world's leading information technology companies. Through its Global Network Delivery Model&trade;, Innovation Network, and Solution Accelerators, TCS focuses on helping global organizations address their business challenges effectively. </span></p>\r<p>&nbsp;</p>\r<p><b><span>JOB SCOPE:</span></b></p>\r<ul>\r    <li>Construction using design specifications\r    <li>Communicating with Designers\r    <li>jUnit Testing\r    <li>Excellent Communication\r    <li>Good analytical skills\r    <li>Ability to work in multi-cultural teams\r    <li>Good interpersonal skills </li>\r</ul>"
17333,17333,Java Developer,"<p><b><span>TATA Consultancy Services (TCS)</span></b><span> is currently searching for a <b>Java Developer</b> to join their team (<b>near Chicago, IL)</b>.&nbsp; TATA Consultancy Services (TCS) is one of the world's leading information technology companies. Through its Global Network Delivery Model&trade;, Innovation Network, and Solution Accelerators, TCS focuses on helping global organizations address their business challenges effectively. </span></p>\r<p>&nbsp;</p>\r<p><b><span>JOB SCOPE:</span></b></p>\r<ul>\r    <li>Construction using design specifications\r    <li>Communicating with Designers\r    <li>jUnit Testing\r    <li>Excellent Communication\r    <li>Good analytical skills\r    <li>Ability to work in multi-cultural teams\r    <li>Good interpersonal skills </li>\r</ul>"
